gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os04g0454200	-	4	22744192	22748050	+	1842	protein_coding	Similar to Monosaccharide transporter 1	Sugar_tr
Os07g0565800	-	7	22696014	22696695	-	682	protein_coding	Similar to LLA-115	-
Os06g0694600	-	6	28995903	28997357	-	1455	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os04g0499100	-	4	24940515	24943098	+	2072	protein_coding	Biopterin transport-related protein BT1 family protein	-
Os06g0549600	-	6	20808194	20810005	-	1812	protein_coding	FAD-linked oxidase, FAD-binding, subdomain 2 domain containing protein	FAD_binding_4
Os02g0151300	glycoside hydrolase OsGH9B7	2	2824488	2830257	-	2062	protein_coding	Similar to Cellulase (Fragment)	-
Os11g0460700	-	11	15671519	15676421	+	2714	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os05g0588800	-	5	29327061	29334853	+	3924	protein_coding	Similar to Yarrowia lipolytica chromosome D of strain CLIB99 of Yarrowia lipolytica	AAA
Os09g0526600	HEAT STRESS TRANSCRIPTION FACTOR B2C	9	20591252	20595143	-	2113	protein_coding	Similar to Isoform 2 of Heat stress transcription factor B-2c	HSF_DNA-bind
Os06g0216400	-	6	5921695	5923664	-	1970	protein_coding	Tetratricopeptide-like helical domain containing protein	-
Os08g0111300	-	8	594453	598038	-	1835	protein_coding	Transferase family protein	-
Os12g0192300	-	12	4698412	4699458	-	1047	protein_coding	Similar to SNARE domain containing protein, expressed	-
Os12g0162800	-	12	3176197	3177724	+	1528	protein_coding	Domain of unknown function DUF1618 domain containing protein	-
Os06g0201200	-	6	5106165	5106929	+	765	protein_coding	Conserved hypothetical protein	-
Os01g0882000	-	1	38287883	38289428	+	1546	protein_coding	Conserved hypothetical protein	-
Os08g0446200	-	8	21756526	21762118	-	3774	protein_coding	Similar to Receptor-like protein kinase precursor (EC 2.7.1.37). Splice isoform INRPK1a	Pkinase
Os06g0168901	-	6	3468467	3469940	+	1127	protein_coding	Hypothetical conserved gene	-
Os01g0253400	-	1	8387589	8388859	-	1186	protein_coding	Protein of unknown function DUF1218 family protein	-
Os02g0247000	-	2	8299604	8306389	+	2258	protein_coding	Protein of unknown function DUF605 domain containing protein	DUF605
Os10g0336600	-	10	9697028	9697723	+	535	protein_coding	Conserved hypothetical protein	-
Os01g0597800	-	1	23456074	23458035	+	1962	protein_coding	UDP-glucuronosyl/UDP-glucosyltransferase family protein	UDPGT
Os06g0712800	OsSTA181	6	30183259	30186911	+	2300	protein_coding	Similar to Ankyrin-like protein	-
Os03g0701500	-	3	28160303	28161346	-	1044	protein_coding	GNS1/SUR4 membrane protein family protein	ELO
Os01g0305900	-	1	11350507	11356863	+	1297	protein_coding	Similar to R2R3 Myb transcription factor MYB-IF35	Myb_DNA-binding
